SalesKey,OrderKey,CustomerKey,SalesTheritoryKey,ProductKey,Sales,Quantity,Discount,Profit
2703,145317,20320,32216,10001986,122.352,3,0.2,15.294
2704,143413,19390,21215,10002319,116.28,3,0,56.9772
2705,156818,16015,10009,10002323,132.6,6,0,17.238
2706,155873,10255,88220,10001165,16.68,2,0,4.3368
2707,155873,10255,88220,10001246,19.44,3,0,9.3312
2708,155873,10255,88220,10001815,192.16,4,0,92.2368
2709,121797,12145,90049,10001876,227.36,7,0,81.8496
2710,121797,12145,90049,10000488,1919.976,3,0.2,215.9973
2711,120572,14425,32216,10001098,12.828,2,0.7,-8.9796
2712,132430,12085,44107,10003577,45.888,4,0.2,9.1776
2713,146031,14440,12180,10002656,60.12,9,0,22.2444
2714,110100,16885,28403,10004531,302.376,3,0.2,37.797
2715,103723,11305,98105,10003251,13.9,5,0,5.56
2716,127187,12085,10024,10000673,129.98,2,0,62.3904
2717,128475,20680,31907,10000158,71.98,2,0,15.1158
2718,100006,13375,10024,10002075,377.97,3,0,109.6113
2719,144827,20110,92627,10004340,124.36,2,0,33.5772
2720,110030,17185,77095,10002759,23.976,3,0.6,-14.3856
2721,121286,18715,27511,10000585,8.376,3,0.2,2.7222
2722,121286,18715,27511,10004859,58.24,5,0.2,5.096
2723,164735,21400,22304,10001558,81.2,5,0,12.18
2724,153479,13135,94591,10004689,14.45,5,0,6.7915
2725,153479,13135,94591,10002867,95.648,2,0.2,31.0856
2726,149888,13915,19120,10003811,359.97,5,0.4,-71.994
2727,149888,13915,19120,10000849,350.352,4,0.4,-140.1408
2728,119193,19990,43615,10000848,1.641,1,0.7,-1.3128
2729,119193,19990,43615,10003072,629.958,7,0.4,94.4937
2730,104801,14350,98105,10001547,6.63,3,0,1.7901
2731,104801,14350,98105,10001838,799.96,4,0,343.9828
2732,104801,14350,98105,10004017,107.53,1,0,21.506
2733,107594,13945,7060,10002923,73.98,2,0,19.9746
2734,107594,13945,7060,10000716,5.58,1,0,2.1762
2735,129770,15715,88001,10000249,49.12,4,0,23.0864
2736,115798,16645,19711,10003691,377.97,3,0,94.4925
2737,115798,16645,19711,10001560,42.28,7,0,19.8716
2738,115798,16645,19711,10004467,299.97,3,0,56.9943
2739,115798,16645,19711,10001819,89.98,2,0,43.1904
2740,122707,13750,35244,10000157,477.24,4,0,9.5448
2741,122707,13750,35244,10004227,25.98,2,0,1.5588
2742,165015,11725,43055,10003134,46.72,5,0.2,17.52
2743,149244,17530,92037,10004671,35.34,2,0,13.4292
2744,140144,20770,94122,10002253,257.64,6,0,100.4796
2745,140144,20770,94122,10002726,125.976,3,0.2,47.241
2746,163321,14380,28540,10004571,79.992,1,0.2,21.9978
2747,155887,16480,2038,10002228,700.056,3,0.3,-130.0104
2748,165449,10720,75034,10004127,27.168,4,0.2,-1.3584
2749,110247,19555,32303,10001553,8.226,3,0.7,-6.0324
2750,141257,11950,98115,10002758,585.552,3,0.2,73.194
2751,154669,21010,95687,10000532,423.28,11,0,110.0528
2752,158029,14995,90008,10000988,225.296,2,0.2,22.5296
2753,155306,14515,94122,10003251,5.56,2,0,2.224
2754,155306,14515,94122,10003174,323.37,3,0,129.348
2755,155306,14515,94122,10002310,783.96,5,0.2,68.5965
2756,155306,14515,94122,10002651,1447.65,5,0,419.8185
2757,155306,14515,94122,10001184,11.96,2,0,5.8604
2758,127775,14020,10035,10002402,239.97,3,0,71.991
2759,146171,16135,31907,10004270,76.92,4,0,31.5372
2760,146171,16135,31907,10001526,481.32,4,0,125.1432
2761,129574,13240,84107,10002893,48.4,5,0,23.232
2762,126536,18490,94110,10003709,0.99,1,0,0.4356
2763,126536,18490,94110,10001191,101.84,5,0.2,36.917
2764,165757,18925,19140,10003166,10.332,3,0.7,-7.5768
2765,165757,18925,19140,10003982,31.155,5,0.7,-23.8855
2766,165757,18925,19140,10004835,8.928,2,0.2,0.6696
2767,167752,19690,19134,10000159,34.384,1,0.2,3.8682
2768,167752,19690,19134,10002945,1924.16,8,0.2,312.676
2769,122140,17950,75220,10001242,32.192,2,0.8,-80.48
2770,122140,17950,75220,10003038,50.12,7,0.2,-0.6265
2771,122140,17950,75220,10003289,47.976,3,0.2,1.7991
2772,163986,15445,53186,10000918,54.5,5,0,14.17
2773,158967,11680,33311,10001940,19.104,3,0.2,5.7312
2774,131576,19585,48205,10002852,49.44,3,0,24.2256
2775,143455,17755,45503,10004451,10.368,2,0.2,3.6288
2776,144729,15745,92037,10004804,154.44,3,0,1.5444
2777,127019,13855,80906,10003971,60.984,7,0.2,4.5738
2778,138534,15535,93309,10003159,195.466,2,0.15,-13.7976
2779,108322,20140,33068,10001935,23.68,8,0.2,6.216
2780,108322,20140,33068,10003433,2.376,3,0.2,0.7425
2781,167668,21295,10035,10004544,59.2,4,0,29.6
2782,146724,15025,55044,10001026,22,10,0,9.68
2783,139878,17005,48234,10001336,257.98,2,0,74.8142
2784,106677,10285,19134,10003187,23.988,2,0.4,-15.992
2785,116974,17965,45373,10004897,23.976,4,0.4,-15.5844
2786,149972,12790,90036,10004997,601.536,4,0.2,0
2787,149972,12790,90036,10002763,7.9,2,0,2.528
2788,117744,17860,78415,10001588,58.36,5,0.6,-24.803
2789,117744,17860,78415,10000940,16.464,7,0.2,1.4406
2790,117744,17860,78415,10002759,39.96,5,0.6,-23.976
2791,125514,11650,68104,10000358,25.96,2,0,7.5284
2792,125514,11650,68104,10003281,36.27,3,0,10.881
2793,125514,11650,68104,10000029,6.48,1,0,3.1104
2794,154599,16450,90278,10001557,1075.088,14,0.2,94.0702
2795,154599,16450,90278,10000576,438.368,4,0.2,38.3572
2796,154599,16450,90278,10002764,18.088,7,0.2,6.5569
2797,154599,16450,90278,10001337,308.499,3,0.15,-18.147
2798,158743,15085,72209,10002257,13.36,4,0,4.1416
2799,158743,15085,72209,10001019,39.96,2,0,18.7812
2800,158743,15085,72209,10003364,145.85,5,0,70.008
2801,153318,15595,33180,10000984,783.96,5,0.2,78.396
2802,110163,14725,97301,10001683,7.88,1,0.2,1.773
2803,143329,13330,88001,10000629,41.37,3,0,17.3754
2804,159380,12505,94122,10003893,12.84,3,0,5.778
2805,159380,12505,94122,10004239,25.68,6,0,11.556
2806,122623,12145,79907,10000553,47.516,2,0.3,-2.0364
2807,148635,18025,98115,10004395,9.42,2,0,0.471
2808,148635,18025,98115,10004782,12.96,2,0,6.2208
2809,148635,18025,98115,10002213,704.9,5,0,56.392
2810,148635,18025,98115,10001854,561.568,2,0.2,28.0784
2811,135685,18175,53209,10000157,179.82,9,0,84.5154
2812,135685,18175,53209,10001185,185.58,6,0,76.0878
2813,135685,18175,53209,10001520,214.11,3,0,36.3987
2814,135685,18175,53209,10004145,999.96,4,0,229.9908
2815,135685,18175,53209,10000688,653.55,3,0,111.1035
2816,104626,12940,2038,10001510,114.6,5,0,51.57
2817,104626,12940,2038,10003817,60.74,1,0,15.185
2818,104626,12940,2038,10000308,124.36,2,0,27.3592
2819,104626,12940,2038,10003208,1088.76,6,0,315.7404
2820,160500,13015,92024,10003784,6.72,5,0.2,2.352
2821,160500,13015,92024,10003748,298.776,3,0.2,7.4694
2822,100202,11620,92804,10002563,302.376,3,0.2,22.6782
2823,131016,12850,76017,10000122,8.928,2,0.2,0.558
2824,131016,12850,76017,10000352,47.584,2,0.2,-2.974
2825,112914,18070,77041,10003270,33.792,8,0.2,10.56
2826,112914,18070,77041,10003272,300.5328,2,0.32,-97.2312
2827,112914,18070,77041,10002982,2.724,2,0.8,-4.3584
2828,112914,18070,77041,10001509,3.264,2,0.2,1.1016
2829,124149,17740,43130,10002421,108.336,6,0.2,37.9176
2830,124149,17740,43130,10000760,55.92,5,0.2,6.291
2831,124149,17740,43130,10002923,78.304,2,0.2,29.364
2832,148915,18370,97206,10001128,443.92,5,0.2,-94.333
2833,148915,18370,97206,10000673,155.976,3,0.2,54.5916
2834,134649,11965,35244,10001547,15.47,7,0,4.1769
2835,134649,11965,35244,10001890,7.16,2,0,3.4368
2836,110842,14725,90036,10003971,10.89,1,0,2.8314
2837,110842,14725,90036,10000520,19.44,3,0,9.3312
2838,110842,14725,90036,10000977,121.6,5,0.2,39.52
2839,147368,21295,32303,10002178,695.7,2,0.5,-27.828
2840,104185,15400,10009,10001526,120.33,1,0,31.2858
2841,125521,12325,23320,10003379,1139.92,4,0,284.98
2842,135062,19615,28314,10000100,229.544,7,0.2,83.2097
2843,135650,10660,77340,10001809,143.728,2,0.2,-32.3388
2844,112865,11710,19140,10000387,36.048,3,0.2,-0.9012
2845,162852,11695,60098,10004853,845.488,8,0.3,-12.0784
2846,138163,21865,2149,10001958,50.94,3,0,14.2632
2847,152093,20560,60653,10003527,762.594,3,0.8,-1143.891
2848,157854,13345,30076,10003832,56.28,6,0,15.7584
2849,157854,13345,30076,10001359,2690.97,3,0,1264.7559
2850,123617,10780,32137,10002976,7.434,6,0.7,-5.6994
2851,128293,16255,19120,10000736,64.784,1,0.2,-12.9568
2852,107342,21715,47201,10001745,28.16,4,0,13.2352
2853,136371,20935,11572,10000409,14.98,1,0,6.8908
2854,136371,20935,11572,10000221,20.32,4,0,6.9088
2855,137344,13810,2038,10000344,40.29,3,0,10.4754
2856,169810,19360,57103,10003663,20.23,7,0,9.5081
2857,128594,13510,92037,10001215,1603.136,4,0.2,100.196
2858,154690,12370,28314,10000988,225.296,2,0.2,22.5296
2859,138975,20380,30318,10003441,67.8,4,0,4.068
2860,138975,20380,30318,10004389,377.97,3,0,98.2722
2861,138975,20380,30318,10004695,1628.82,9,0,374.6286
2862,138975,20380,30318,10000100,286.93,7,0,140.5957
2863,106537,19495,32839,10000223,20.736,4,0.2,7.2576
2864,103828,15370,94122,10001325,31.44,3,0,8.4888
2865,103828,15370,94122,10004249,83.79,7,0,22.6233
2866,103828,15370,94122,10000588,59.52,3,0,15.4752
2867,103828,15370,94122,10000946,31.92,4,0,9.2568
2868,115588,10885,43615,10001225,14.72,5,0.2,-3.312
2869,115588,10885,43615,10001558,38.976,3,0.2,-2.436
2870,143861,16885,33710,10001546,17.088,2,0.2,1.068
2871,148040,11275,85705,10002581,74.352,3,0.2,23.235
2872,148040,11275,85705,10001482,314.352,3,0.2,-35.3646
2873,135167,20800,90036,10002399,4.26,1,0,1.7466
2874,137022,20275,92105,10001963,811.28,8,0,24.3384
2875,102638,17845,10035,10002988,6.03,3,0,2.9547
2876,167339,20995,92037,10004289,153.568,2,0.2,-5.7588
2877,167339,20995,92037,10000785,1013.488,7,0.2,76.0116
2878,152072,13240,7090,10003040,52.34,2,0,24.5998
2879,152072,13240,7090,10001573,4.66,2,0,1.3514
2880,152072,13240,7090,10000844,254.97,3,0,91.7892
2881,102932,20485,7050,10000756,25.44,6,0,12.72
2882,102932,20485,7050,10000381,27.93,3,0,8.0997
2883,165540,21010,60098,10004094,8.85,5,0.8,-13.7175
2884,130799,11260,94110,10001852,6.96,4,0,2.2272
2885,164483,15490,94122,10000014,17.456,2,0.2,5.8914
2886,159856,13915,85281,10003396,307.92,5,0.2,-34.641
2887,102099,13915,90008,10003811,6.63,3,0,1.7901
2888,102099,13915,90008,10003172,12.96,2,0,6.2208
2889,102099,13915,90008,10000289,32.4,5,0,15.552
2890,164049,16630,98105,10000791,23.85,5,0,10.7325
2891,142727,14845,70601,10002304,51.96,2,0,12.99
2892,142727,14845,70601,10000136,17.94,3,0,8.6112
2893,139913,16105,14609,10003739,11.56,2,0,5.6644
2894,139913,16105,14609,10002479,26.4,5,0,11.88
2895,139913,16105,14609,10000771,69.08,11,0,29.0136
2896,139913,16105,14609,10001552,35.88,3,0,10.0464
2897,169033,16720,11561,10001915,49.65,5,0,20.853
2898,164630,13975,28205,10000971,959.968,4,0.2,119.996
2899,114839,19240,77036,10004086,408.422,2,0.3,-5.8346
2900,166464,18895,10035,10000971,479.984,2,0.2,59.998
2901,166464,18895,10035,10001317,12.6,4,0,6.048
2902,124898,12910,31907,10003656,184.66,7,0,84.9436
2903,164035,12730,60610,10002160,23.12,5,0.2,8.381
2904,153577,16330,60035,10000575,37.464,7,0.2,12.1758
2905,153577,16330,60035,10003981,539.658,3,0.3,-7.7094
2906,127586,12400,98115,10002615,310.12,2,0,80.6312
2907,121615,12925,55122,10000327,8.56,2,0,3.852
2908,121615,12925,55122,10001325,52.4,5,0,14.148
2909,121615,12925,55122,10001771,14.94,3,0,6.8724
2910,166415,17725,98103,10004968,11.22,3,0,0.2244
2911,118444,21670,33065,10000576,387.136,4,0.2,24.196
2912,113929,12205,11550,10003286,41.4,5,0,19.458
2913,113929,12205,11550,10003772,35,4,0,10.5
2914,113929,12205,11550,10002852,39.552,3,0.2,14.3376
2915,134747,12925,46060,10002890,135.72,3,0,35.2872
2916,134747,12925,46060,10001308,12.56,2,0,5.652
2917,134747,12925,46060,10001750,263.96,4,0,71.2692
2918,155047,20110,75220,10003338,5.952,1,0.2,0.372
2919,160129,17200,19140,10002763,15.8,5,0.2,2.37
2920,160129,17200,19140,10002088,14.368,2,0.2,3.9512
2921,160129,17200,19140,10003976,70.448,7,0.2,12.3284
2922,164329,17920,94109,10001511,129.3,2,0,6.465
2923,141453,13270,78745,10000301,3.882,3,0.8,-5.823
2924,156993,19630,48234,10003495,6.08,1,0,3.04
2925,157721,16195,13601,10001303,19.9,1,0,8.955
2926,157721,16195,13601,10002116,70.71,1,0,4.9497
2927,128629,11155,31907,10000771,18.84,3,0,7.9128
2928,158106,11995,55124,10002255,8.64,3,0,2.5056
2929,120390,21550,27217,10004995,1633.188,4,0.7,-1306.5504
2930,143434,17320,48601,10002597,19.76,4,0,8.2992
2931,168564,21220,94109,10004970,6.608,2,0.2,2.2302
2932,168564,21220,94109,10002557,7.28,2,0.2,2.73
2933,168564,21220,94109,10000785,144.784,1,0.2,10.8588
2934,169040,14710,98105,10002310,156.792,1,0.2,13.7193
2935,169040,14710,98105,10002834,431.976,3,0.2,26.9985
2936,169040,14710,98105,10000927,35.89,1,0,16.1505
2937,169040,14710,98105,10001636,47.208,7,0.2,15.3426
2938,169040,14710,98105,10001736,248.08,7,0,116.5976
2939,169040,14710,98105,10000482,189.7,5,0,89.159
2940,169040,14710,98105,10001658,59.808,3,0.2,19.4376
2941,155880,16150,53209,10000422,90.99,1,0,14.5584
2942,155880,16150,53209,10004675,1526.56,7,0,427.4368
2943,155880,16150,53209,10002880,368.97,3,0,40.5867
2944,126242,18100,90049,10000675,305.01,9,0,76.2525
2945,126242,18100,90049,10002685,18.7,1,0,7.106
2946,166443,17020,94122,10004020,38.29,7,0,16.4647
2947,169859,18175,92024,10004963,26.25,3,0,11.025
2948,169859,18175,92024,10000174,64.96,14,0.2,22.736
2949,169859,18175,92024,10000461,43.7,5,0,20.539
2950,134915,14140,85301,10001266,41.6,4,0.2,13
2951,134915,14140,85301,10002160,23.12,5,0.2,8.381
2952,134915,14140,85301,10004875,113.888,2,0.2,9.9652
2953,134915,14140,85301,10000305,113.568,2,0.2,-5.6784
2954,134915,14140,85301,10000347,7.92,2,0.2,0.693
2955,134915,14140,85301,10001459,671.984,2,0.2,50.3988
2956,153353,14650,10035,10000439,39.99,1,0,11.5971
2957,123638,17995,13601,10002647,191.646,3,0.1,31.941
2958,168900,20395,45503,10003910,2.313,1,0.7,-1.9275
2959,158456,16465,90032,10001097,19.936,4,0.2,7.2268
2960,158456,16465,90032,10004854,45.92,4,0,21.5824
2961,143665,19180,98115,10003673,20.34,3,0,9.3564
2962,143665,19180,98115,10002034,39.28,8,0,19.2472
2963,137428,10555,92054,10002774,81.568,2,0.2,9.1764
2964,137428,10555,92054,10003817,97.184,2,0.2,6.074
2965,137428,10555,92054,10002949,24.32,5,0.2,8.208
2966,137428,10555,92054,10002445,18.96,2,0,7.584
2967,162866,12640,60076,10001473,32.952,6,0.6,-19.7712
2968,162866,12640,60076,10002562,30.016,4,0.2,3.0016
2969,167941,15565,28314,10002118,499.584,3,0.2,43.7136
2970,167941,15565,28314,10001800,31.104,6,0.2,10.8864
2971,167941,15565,28314,10002827,13.272,8,0.7,-10.6176
2972,167941,15565,28314,10004671,28.272,2,0.2,6.3612
2973,167941,15565,28314,10000736,259.136,4,0.2,-51.8272
2974,111808,10510,74133,10004656,10.8,5,0,5.184
2975,137512,10675,75002,10001095,244.006,2,0.3,-31.3722
2976,137512,10675,75002,10000213,15.936,4,0.2,5.3784
2977,139773,13045,19143,10001797,188.552,7,0.3,-2.6936
2978,134607,15040,14609,10002214,22.58,2,0,5.8708
2979,109232,18370,29464,10000422,545.94,6,0,87.3504
2980,139850,14575,19134,10003848,20.736,4,0.2,7.2576
2981,139850,14575,19134,10003623,43.296,2,0.2,4.3296
2982,131310,12565,98115,10001797,123.136,4,0.2,13.8528
2983,131310,12565,98115,10003094,11.264,4,0.2,3.8016
2984,112872,19960,97477,10002205,53.424,3,0.2,4.6746
2985,112872,19960,97477,10003238,275.49,1,0.5,-170.8038
2986,139269,16045,31907,10000755,24.96,4,0,6.24
2987,139269,16045,31907,10002893,19.36,2,0,9.2928
2988,139269,16045,31907,10000689,1267.65,9,0,152.118
2989,139010,17635,90032,10004227,12.99,1,0,0.7794
2990,139010,17635,90032,10000174,18.56,4,0.2,6.496
2991,139010,17635,90032,10001809,449.15,5,0,8.983
2992,139010,17635,90032,10002309,31.248,7,0.2,10.9368
2993,134376,21265,10024,10004532,61.44,3,0,16.5888
2994,147291,17740,48227,10003091,895.92,4,0,421.0824
2995,112893,10735,95207,10004654,55.36,4,0.2,18.684
2996,150532,19150,85023,10000760,55.92,5,0.2,6.291
2997,138317,18400,19120,10001539,24.896,4,0.2,8.4024
2998,138317,18400,19120,10000550,3.984,1,0.2,0.6474
2999,138317,18400,19120,10003628,95.968,4,0.2,28.7904
3000,138317,18400,19120,10004521,206.991,3,0.7,-172.4925
3001,138317,18400,19120,10003860,44.416,2,0.2,3.8864
3002,138317,18400,19120,10000069,9.006,2,0.7,-7.2048
3003,130610,21730,48310,10003655,19,5,0,8.93
3004,104381,19810,14609,10001628,33.376,4,0.2,10.43
3005,131499,17875,10011,10003779,207.48,1,0,62.244
3006,148761,19060,54703,10000666,91.68,3,0,45.84
3007,116519,12730,10009,10000828,904.9,5,0,253.372
3008,130729,10375,91730,10002706,34.272,3,0.2,11.1384
3009,124772,15160,42071,10004748,191.82,3,0,74.8098
3010,115525,19525,43615,10000026,243.88,5,0.2,27.4365
3011,134845,20425,80027,10000773,12.03,5,0.7,-9.223
3012,134845,20425,80027,10000822,2549.985,5,0.7,-3399.98
3013,134845,20425,80027,10001543,21.594,2,0.7,-15.8356
3014,134845,20425,80027,10003355,8.964,6,0.7,-6.5736
3015,134845,20425,80027,10002005,20.736,4,0.2,7.2576
3016,138919,16975,10035,10004154,344.22,2,0.4,-103.266
3017,160528,18115,78577,10002743,727.296,8,0.2,-172.7328
3018,160528,18115,78577,10004973,22.608,3,0.6,-10.1736
3019,160528,18115,78577,10002842,666.4,7,0.2,-33.32
3020,123568,20095,84084,10002701,5.04,3,0,0.2016
3021,123568,20095,84084,10001125,92.94,3,0,41.823
3022,123568,20095,84084,10004090,66.69,3,0,22.0077
3023,123568,20095,84084,10001510,91.68,5,0.2,28.65
3024,124674,16000,78521,10002202,327.7328,2,0.32,-14.4588
3025,164441,10450,10011,10001922,52.272,11,0.2,17.6418
3026,164441,10450,10011,10001667,17.94,3,0,8.073
3027,169054,17800,19140,10001488,254.352,3,0.2,0
3028,106719,19645,59102,10002799,8.288,2,0.2,2.6936
3029,116855,10855,23320,10003846,504.9,5,0,80.784
3030,164189,12880,97030,10003691,403.168,4,0.2,25.198
3031,168480,12955,48146,10000468,194.32,4,0,31.0912
3032,168480,12955,48146,10001044,25.99,1,0,7.5371
3033,114293,16180,97030,10003833,195.136,4,0.2,-12.196
3034,134173,10060,19143,10004355,20.736,4,0.2,7.2576
3035,123960,11605,71203,10003038,53.7,6,0,10.203
3036,123960,11605,71203,10002799,36.26,7,0,16.6796
3037,123960,11605,71203,10003582,56.3,2,0,15.764
3038,123960,11605,71203,10004451,32.4,5,0,15.552
3039,123960,11605,71203,10004666,29.16,2,0,10.7892
3040,101749,10045,91104,10001520,171.288,3,0.2,-6.4233
3041,147991,21925,37421,10004270,16.72,5,0.2,3.344
3042,149559,16285,90805,10003172,12.96,2,0,6.2208
3043,149559,16285,90805,10002312,22.18,2,0,10.8682
3044,149559,16285,90805,10002320,2054.272,8,0.2,256.784
3045,135174,11230,45373,10001530,1022.97,5,0.4,-255.7425
3046,125290,12430,55407,10001216,13.9,5,0,3.614
3047,125290,12430,55407,10003127,26.38,1,0,12.1348
3048,137351,13615,98105,10003910,43.176,7,0.2,13.4925
3049,121419,21475,31907,10004534,411.8,2,0,70.006
3050,121419,21475,31907,10000892,360,4,0,129.6
3051,148054,18565,83642,10003247,41.96,2,0,2.9372
3052,148054,18565,83642,10004336,227.84,4,0,66.0736
3053,148054,18565,83642,10001295,37.94,2,0,18.2112
3054,128517,20350,48227,10002555,517.9,2,0,134.654
3055,128517,20350,48227,10000831,5.28,2,0,2.4288
3056,100377,21370,60623,10001046,2799.96,5,0.2,874.9875
3057,131492,15010,94110,10002973,8.96,2,0,4.3008
3058,131492,15010,94110,10001641,31.5,10,0,15.12
3059,131492,15010,94110,10003878,30.56,2,0,10.3904
3060,131492,15010,94110,10003837,24.368,2,0.2,-3.3506
3061,144554,13345,43055,10002800,119.976,3,0.2,22.4955
3062,127621,19450,75081,10001307,26.88,8,0.2,9.744
3063,145184,16150,19711,10002350,83.97,3,0,23.5116
3064,145184,16150,19711,10000397,104.97,3,0,7.3479
3065,106859,11215,87105,10000615,90.8,8,0,25.424
3066,106859,11215,87105,10004531,140.736,8,0.2,49.2576
3067,106859,11215,87105,10004001,214.95,5,0,88.1295
3068,106859,11215,87105,10001534,45.36,7,0,21.7728
3069,106859,11215,87105,10001815,288.24,6,0,138.3552
3070,120089,17755,43615,10003779,663.936,4,0.2,82.992
3071,119375,21895,19711,10002011,2934.33,7,0,792.2691
3072,119375,21895,19711,10002379,124.41,3,0,14.9292
3073,119375,21895,19711,10003752,57.75,5,0,26.565
3074,125206,16915,90045,10003692,114.46,2,0,28.615
3075,126137,11755,90032,10004409,120.666,2,0.15,18.4548
3076,143903,16375,75217,10003306,342.864,3,0.2,38.5722
3077,143903,16375,75217,10003724,16.74,5,0.6,-14.229
3078,143903,16375,75217,10002024,981.372,2,0.3,-140.196
3079,104780,11530,92037,10003514,31.84,8,0,10.5072
3080,101182,16405,92307,10001800,12.96,2,0,6.2208
3081,101182,16405,92307,10003589,43.176,3,0.2,15.1116
3082,132297,13480,40214,10003364,58.34,2,0,28.0032
3083,132297,13480,40214,10002834,539.97,3,0,134.9925
3084,100328,15340,10024,10000343,3.928,1,0.2,1.3257
3085,118773,21415,77070,10004584,252.784,4,0.8,-417.0936
3086,118773,21415,77070,10002402,127.984,2,0.2,15.998
3087,118773,21415,77070,10000550,3.984,2,0.6,-2.6892
3088,118773,21415,77070,10000055,12.992,2,0.8,-32.48
3089,159205,12910,42420,10001591,61,5,0,25.62
3090,159205,12910,42420,10000526,671.93,7,0,188.1404
3091,112123,11710,19711,10001071,447.86,7,0,219.4514
3092,112123,11710,19711,10001557,479.95,5,0,129.5865
3093,112123,11710,19711,10001977,166.44,3,0,79.8912
3094,114468,20995,60440,10004231,31.68,4,0.2,2.772
3095,114468,20995,60440,10000809,10.368,2,0.2,3.6288
3096,114468,20995,60440,10003021,12.032,8,0.2,2.256
3097,114468,20995,60440,10000696,5.768,2,0.8,-13.5548
3098,135692,12805,76106,10001158,33.12,4,0.2,11.592
3099,135692,12805,76106,10002268,220.2656,4,0.32,-42.1096
3100,131233,12355,10024,10000829,10.776,3,0.2,3.5022
3101,131233,12355,10024,10003441,242.352,3,0.2,9.0882
3102,119578,15310,2908,10003505,695.16,6,0,34.758
3103,119578,15310,2908,10003660,220.98,1,0,50.8254
3104,124562,16135,43229,10001267,12.957,7,0.7,-9.5018
3105,140074,14050,10024,10002741,25.68,6,0,11.556
3106,103037,16630,77070,10004345,15.712,4,0.2,5.6956
3107,127460,14260,60505,10004340,298.464,6,0.2,26.1156
3108,121671,10480,65807,10001471,21.93,3,0,10.0878
3109,121671,10480,65807,10002344,242.94,3,0,4.8588
3110,121671,10480,65807,10001892,7.64,1,0,3.7436
3111,121671,10480,65807,10001934,51.84,8,0,25.4016
3112,121671,10480,65807,10000078,265.17,1,0,47.7306
3113,150350,17770,98105,10001972,837.6,3,0.2,62.82
3114,150350,17770,98105,10002504,135.9,5,0,63.873
3115,150350,17770,98105,10002160,34.68,6,0,16.9932
3116,150350,17770,98105,10001973,532.704,6,0.2,-39.9528
3117,150350,17770,98105,10001492,43.1,5,0,11.206
3118,150350,17770,98105,10002189,15.88,4,0,0.1588
3119,121720,15610,33801,10003312,1123.92,5,0.2,-182.637
3120,121720,15610,33801,10002496,249.584,2,0.2,31.198
3121,121720,15610,33801,10003464,48.672,3,0.2,7.3008
3122,121720,15610,33801,10000380,60.768,2,0.2,7.596
3123,121720,15610,33801,10004593,78.6,5,0.7,-62.88
3124,121720,15610,33801,10001308,3.768,2,0.7,-3.14
3125,121720,15610,33801,10001780,1036.624,2,0.2,51.8312
3126,121720,15610,33801,10003816,563.808,4,0.2,21.1428
3127,149895,14110,19134,10002200,258.528,2,0.4,-47.3968
3128,147564,11155,10011,10004438,49.12,4,0,23.0864
3129,136399,12100,90049,10004090,44.46,2,0,14.6718
3130,136399,12100,90049,10002602,241.568,2,0.2,18.1176
3131,136399,12100,90049,10001142,395,5,0,39.5
3132,136399,12100,90049,10004977,627.168,4,0.2,70.5564
3133,107916,15460,11572,10004586,13.28,2,0,6.3744
3134,107916,15460,11572,10001116,12.672,3,0.2,4.4352
3135,164168,16975,75081,10000666,30.56,5,0.8,-45.84
3136,164168,16975,75081,10002583,77.952,3,0.2,-15.5904
3137,164168,16975,75081,10004908,67.992,1,0.2,8.499
3138,164168,16975,75081,10001219,12.224,2,0.2,4.4312
3139,164168,16975,75081,10004568,44.784,2,0.2,-0.5598
3140,164168,16975,75081,10001756,22.848,3,0.6,-17.7072
3141,112557,15850,10035,10002311,206.43,3,0,90.8292
3142,122959,12745,78207,10003650,210.392,2,0.8,-336.6272
3143,162572,19360,45231,10003628,119.96,5,0.2,35.988
3144,162572,19360,45231,10001547,10.608,6,0.2,0.9282
3145,148110,10825,78745,10002647,347.802,7,0.3,-24.843
3146,131828,11845,98105,10004495,963.136,4,0.2,108.3528
3147,131828,11845,98105,10002923,88.776,3,0.2,7.7679
3148,109218,10825,90004,10001374,32.4,5,0,10.368
3149,120558,19810,10035,10003441,32.4,5,0,15.552
3150,109036,16510,98103,10002043,31.05,3,0,14.904
3151,147830,18385,43055,10002049,2025.36,6,0.2,607.608
3152,147830,18385,43055,10000418,1799.994,2,0.7,-2639.9912
3153,147830,18385,43055,10004908,101.988,2,0.4,-16.998
3154,147830,18385,43055,10004091,262.864,7,0.2,69.0018
3155,150497,20950,55369,10004600,735.98,2,0,331.191
3156,128986,14410,85301,10001289,93.024,3,0.2,33.7212
3157,139584,13810,10009,10001539,284.364,2,0.4,-75.8304
3158,139584,13810,10009,10001266,26,2,0,11.7
3159,162677,13210,28540,10001291,67.64,5,0.2,5.9185
3160,162677,13210,28540,10001314,119.976,3,0.2,-17.9964
3161,150924,19090,77070,10004040,5.18,5,0.8,-8.029
3162,153969,14995,94109,10001539,15.56,2,0,7.3132
3163,153969,14995,94109,10004483,78.35,5,0,36.8245
3164,153969,14995,94109,10001615,59.52,3,0,15.4752
3165,153969,14995,94109,10000327,38.52,9,0,17.334
3166,153969,14995,94109,10001299,239.984,2,0.2,23.9984
3167,153969,14995,94109,10002246,19.35,3,0,9.4815
3168,146682,16435,48911,10002671,67,5,0,32.16
